name,city,latitude,longitude,url
Longtail,Taipei,25.023922,121.54841,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail
Mountain and Sea House,Taipei,25.038046,121.531395,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house
Da San Yuan,Taipei,25.042248,121.512215,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan
Tainan Tan Tsu Mien Seafood,Taipei,25.03799,121.4984,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood
Suan Thip,Bangkok,13.926962,100.502144,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip
Upstairs at Mikkeller,Bangkok,13.727946,100.58844,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller
Chim by Siam Wisdom,Bangkok,13.740706,100.56789,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom
R-Haan,Bangkok,13.731805,100.57972,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan
Canvas,Bangkok,13.728886,100.580826,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292
Bo.lan,Bangkok,13.726389,100.57799,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan
Sra Bua by Kiin Kiin,Bangkok,13.754137,100.53451,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin
Elements,Bangkok,13.742978,100.54798,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements
Paste,Bangkok,13.744594,100.540565,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste
Ginza Sushi ichi,Bangkok,13.744069,100.54092,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi
Sorn,Bangkok,13.723242,100.56848,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn
Savelberg,Bangkok,13.738216,100.54642,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg
Saneh Jaan,Bangkok,13.735739,100.54605,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan
Gaa,Bangkok,13.737806,100.54275,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa
Methavalai Sorndaeng,Bangkok,13.756321,100.502045,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng
Jay Fai,Bangkok,13.752614,100.50466,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai
Nahm,Bangkok,13.724357,100.53926,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm
